ID,Datetime,A,B,C,D,E,F,G,H
3695,2014-11-13,392527,284802,52750,77916,249177,39745,43806,198142
3696,2014-11-14,409202,283447,52432,78521,275608,40297,46684,198668
3697,2014-11-15,389425,261508,48451,74758,281047,37211,46175,180475
3698,2014-11-16,363411,251747,45410,70254,264827,36529,39636,176958
3699,2014-11-17,402668,298899,53861,80407,253998,40447,45159,203975
3700,2014-11-18,459429,313206,59859,88455,297202,44064,53859,222155
3701,2014-11-19,448126,304766,58522,85262,328978,43956,48167,220136
3702,2014-11-20,413453,298991,56202,82481,285234,43141,42331,214471
3703,2014-11-21,423082,295833,55458,82721,298456,43249,45754,211012
3704,2014-11-22,388911,260752,46443,71928,296101,39874,37790,191792
3705,2014-11-23,340225,232674,39592,63393,256949,34865,32736,166357
3706,2014-11-24,338252,274441,46453,69263,226054,35600,31063,183332
3707,2014-11-25,368922,290814,51502,74711,224761,37083,37131,198790
3708,2014-11-26,384825,291310,52544,78562,268858,38801,39430,197492
3709,2014-11-27,348422,251557,44789,71019,262684,34623,41870,168512
3710,2014-11-28,365258,263394,46365,72052,283051,37490,42384,179078
3711,2014-11-29,351183,242276,42702,67046,281918,35948,37353,172907
3712,2014-11-30,312338,235178,37938,60523,243217,33043,29472,159643
3713,2014-12-01,356934,294339,49217,73129,231675,37347,33796,193469
3714,2014-12-02,397257,296376,54468,80688,268010,41202,38993,211076
3715,2014-12-03,382849,289951,52447,79205,264954,40687,37732,204998
3716,2014-12-04,403683,290955,54061,82726,270635,42061,42948,208645
3717,2014-12-05,382235,282250,50481,77553,268033,41069,34650,202450
3718,2014-12-06,351923,260008,45698,71678,244142,37371,33813,185954
3719,2014-12-07,357392,255548,45538,71435,261494,37281,37730,180587
3720,2014-12-08,405012,287915,51455,76838,301740,41587,39664,203643
3721,2014-12-09,397594,286885,51369,76977,301595,40914,39871,201535
3722,2014-12-10,410262,290333,53829,80607,281569,42218,41950,209915
3723,2014-12-11,418715,290938,54252,80936,298161,43179,42265,212233
3724,2014-12-12,414593,293061,53524,79866,289157,42631,44512,208906
3725,2014-12-13,381583,258932,46874,72713,282203,39285,40410,190882
3726,2014-12-14,357637,237240,43295,67405,271861,37349,37026,172125
3727,2014-12-15,377169,270718,49503,72758,273600,39071,37027,190840
3728,2014-12-16,381503,278563,50008,73919,278532,40070,36393,195403
3729,2014-12-17,395153,295295,54933,81219,260692,41746,41362,203493
3730,2014-12-18,416444,296743,55912,83609,287804,43409,45998,212719
3731,2014-12-19,411325,291176,54391,82620,293504,42229,44212,208677
3732,2014-12-20,391305,268006,48890,76912,303059,38950,44002,191444
3733,2014-12-21,368701,256473,46941,74590,280973,38260,43639,186354
3734,2014-12-22,392858,284038,51481,76792,301339,40678,38254,202868
3735,2014-12-23,358032,267266,46224,70177,277715,38069,33070,189724
3736,2014-12-24,305967,248561,39389,63420,242475,33830,29210,159851
3737,2014-12-25,304105,228597,40222,64573,211080,32887,33639,156059
3738,2014-12-26,334966,241573,42167,69101,255002,34793,36624,165082
3739,2014-12-27,317860,239790,39737,65514,248840,34297,32912,163878
3740,2014-12-28,320527,244392,41818,67809,224532,34769,35218,169097
3741,2014-12-29,371782,277354,48934,76349,258758,39451,41123,193746
3742,2014-12-30,396502,291708,49946,78340,287456,40761,43942,201798
3743,2014-12-31,407913,291545,50492,81278,316577,41975,47499,193840
3744,2015-01-01,383646,262435,47155,75500,292300,38454,44933,178913
3745,2015-01-02,372379,268974,46743,74778,270068,39718,37664,183581
3746,2015-01-03,352758,259154,44065,69162,263190,37712,33952,180462
3747,2015-01-04,327237,259917,42272,66035,230036,33359,33485,169349
3748,2015-01-05,427442,323007,59302,88320,263545,42181,48383,219534
3749,2015-01-06,446110,323664,59174,88696,317351,44975,47144,224325
3750,2015-01-07,482636,336467,63922,97978,356804,47535,57728,231479
3751,2015-01-08,524960,347474,67742,104645,413656,49453,65356,240450
3752,2015-01-09,468208,334501,62879,94650,346565,46845,52738,230641
3753,2015-01-10,464237,311711,58992,92057,344474,44813,56590,221375
3754,2015-01-11,421627,275033,51000,81596,338544,40672,47702,197463
3755,2015-01-12,415545,300766,54465,82540,297830,41932,41381,210557
3756,2015-01-13,438478,309572,58357,87170,309309,43970,48463,222394
3757,2015-01-14,453369,317152,61000,89111,349093,45895,47470,230448
3758,2015-01-15,439790,302676,56481,84025,322579,44232,46108,221414
3759,2015-01-16,418288,289906,53363,81184,302729,43011,43143,211233
3760,2015-01-17,384804,261634,47288,73417,295691,37999,40607,192662
3761,2015-01-18,356583,244148,44448,68811,271672,35693,36006,177406
3762,2015-01-19,389024,271845,50751,75032,276183,39847,39545,199111
3763,2015-01-20,393849,279713,50294,73785,286316,41488,35646,206619
3764,2015-01-21,385432,284499,50823,74643,297045,42548,34975,210337
3765,2015-01-22,406063,285968,53143,78894,301180,42517,42020,209905
3766,2015-01-23,407589,285163,52231,77249,307675,41524,43782,207646
3767,2015-01-24,384981,256204,47608,72963,289014,37876,42892,191224
3768,2015-01-25,368783,254330,46311,71316,272742,36908,40164,184435
3769,2015-01-26,422247,292487,56529,84285,295993,41802,45511,215422
3770,2015-01-27,445486,288050,57792,86457,334030,44521,45732,221702
3771,2015-01-28,448163,288853,58558,87540,332919,45086,46500,220043
3772,2015-01-29,427002,287608,54859,81266,336207,44757,40478,212555
3773,2015-01-30,423407,284024,55178,81488,303522,44433,43363,215624
3774,2015-01-31,414947,263467,51554,79252,336221,41865,45683,201411
3775,2015-02-01,377653,260439,46763,72058,302834,38681,39467,185703
3776,2015-02-02,419073,290301,56435,84379,282609,43131,47046,209488
3777,2015-02-03,443497,300461,58138,84551,331317,45852,44834,221391
3778,2015-02-04,409909,298779,53630,79496,301695,42497,39473,210410
3779,2015-02-05,437218,311309,58060,87181,307573,44762,45703,221506
3780,2015-02-06,454715,300328,58071,88845,355539,45525,50572,221272
3781,2015-02-07,372710,258505,46007,71574,290439,38270,38188,186622
3782,2015-02-08,334404,243863,41487,64730,244121,34815,32853,170193
3783,2015-02-09,380678,287996,53623,78309,257820,40549,36418,209778
3784,2015-02-10,423832,286975,56661,84085,323364,42828,45525,215748
3785,2015-02-11,419054,288628,54971,81999,314186,42995,44064,212870
3786,2015-02-12,434857,304916,56868,86011,319133,44083,47865,219898
3787,2015-02-13,465149,309726,57056,86032,371799,46312,49652,226281
3788,2015-02-14,429141,285663,52889,82253,338269,42516,48239,206742
3789,2015-02-15,472703,286129,55973,88773,403537,44619,57275,215776
3790,2015-02-16,507115,303974,63604,98134,432563,49128,58129,237907
3791,2015-02-17,479616,308510,62826,96063,376175,47011,56576,229543
3792,2015-02-18,489595,323774,61470,93773,364542,47433,59605,226220
3793,2015-02-19,533988,333517,66790,104043,419040,50238,70363,237747
3794,2015-02-20,529129,329372,64354,101594,450952,49921,69030,237101
3795,2015-02-21,449054,280150,53039,83530,405196,43854,49918,206338
3796,2015-02-22,393732,267843,50037,79472,293467,38915,45521,192447
3797,2015-02-23,454037,315666,59595,90917,332765,45302,52202,227403
3798,2015-02-24,488023,318695,63393,95709,391279,47391,55019,237327
3799,2015-02-25,438097,303114,56168,83425,346033,44586,47526,219381
3800,2015-02-26,443297,307429,58996,87150,332647,45409,46488,228166
3801,2015-02-27,457595,310432,59647,90410,332796,45881,53236,228166
3802,2015-02-28,431685,288649,53844,85433,345121,42059,49233,209068
3803,2015-03-01,397937,266376,48889,78504,345436,39542,41742,192762
3804,2015-03-02,407566,288911,54143,82130,302300,42400,42126,211204
3805,2015-03-03,417325,291477,54639,81762,325991,43519,38962,216265
3806,2015-03-04,393857,292824,53279,80770,272696,42218,36665,205820
3807,2015-03-05,435910,304425,57802,87044,311756,45373,51322,218132
3808,2015-03-06,457469,301431,58100,89866,368707,46062,55790,219694
3809,2015-03-07,395919,254250,48930,77179,327088,40563,45973,192076
3810,2015-03-08,329615,226708,40902,64904,241292,33776,36092,164485
3811,2015-03-09,361881,260981,47813,72292,248322,36723,35411,188354
3812,2015-03-10,366642,258599,48500,72307,251377,37995,33031,193744
3813,2015-03-11,348013,256986,46290,69399,232372,37762,29063,186828
3814,2015-03-12,355734,258270,47216,69671,237411,38676,30346,190410
3815,2015-03-13,356197,250109,46873,69958,258430,37489,31135,189042
3816,2015-03-14,321502,224105,39730,62747,233711,34415,30354,168144
3817,2015-03-15,308897,214450,38993,61634,218177,33475,30048,165443
3818,2015-03-16,339970,242757,44557,66785,243302,36615,30099,183144
3819,2015-03-17,337218,251520,44967,65932,224415,36765,28737,185709
3820,2015-03-18,367190,257050,48703,71665,252984,39061,34429,192219
3821,2015-03-19,371978,255972,47953,70970,261519,38539,35943,191946
3822,2015-03-20,364247,250523,47217,70686,275116,37937,34601,187488
3823,2015-03-21,316102,227408,40674,62352,244287,33529,30663,168388
3824,2015-03-22,312299,229226,40336,62149,222975,32499,29756,170012
3825,2015-03-23,363679,271642,50999,73579,253484,37875,32900,201164
3826,2015-03-24,363152,272036,51032,74788,263148,37342,33666,197687
3827,2015-03-25,344710,269318,46180,68482,258548,37470,30210,191041
3828,2015-03-26,343119,265146,47268,69998,227210,37052,30251,188461
3829,2015-03-27,366885,269324,50397,75331,237832,38398,37812,197864
3830,2015-03-28,374735,249088,47482,72826,271041,37897,40290,187071
3831,2015-03-29,361492,239327,44569,70187,279927,34540,39074,175594
3832,2015-03-30,349120,251356,45915,68798,254354,35056,30639,184574
3833,2015-03-31,344073,247663,44838,66650,234375,35518,30694,187622
3834,2015-04-01,340400,247863,45561,66313,227639,35569,27687,183187
3835,2015-04-02,336754,241968,43909,65912,231367,34480,28407,177354
3836,2015-04-03,304448,228643,38785,62097,212501,31363,26900,159795
3837,2015-04-04,297257,219944,38430,60274,197863,30431,28994,155733
3838,2015-04-05,294628,195570,35774,57921,208069,28645,29967,144963
3839,2015-04-06,328378,237298,43579,65151,216000,33233,28574,172917
3840,2015-04-07,331060,254818,43594,66343,214587,33542,26018,179795
3841,2015-04-08,326540,251970,43772,66287,218408,34676,24995,179218
3842,2015-04-09,329416,256526,43672,67197,232011,35128,25543,178246
3843,2015-04-10,314783,244004,41684,63775,229360,34479,26483,169985
3844,2015-04-11,289265,220902,37174,59060,200247,29637,26947,154386
3845,2015-04-12,286093,208697,35843,58142,201722,28856,27677,147755
3846,2015-04-13,319264,239590,43007,66289,220112,34134,25257,172653
3847,2015-04-14,314329,240743,42608,64029,221785,34147,24730,173766
3848,2015-04-15,318405,241981,43594,65026,215087,34361,25000,175979
3849,2015-04-16,321746,240220,43377,65267,216579,34477,24876,176158
3850,2015-04-17,315893,241871,42176,65561,221228,34392,26247,170155
3851,2015-04-18,287165,214198,37205,60016,213352,30543,26423,147739
3852,2015-04-19,278049,203705,35058,58349,200806,28516,25876,142953
3853,2015-04-20,314804,242361,42198,63535,228918,33549,27060,168847
3854,2015-04-21,318268,248704,43565,64253,218040,33748,28715,175016
3855,2015-04-22,330042,255162,44830,64830,215066,35420,28773,181172
3856,2015-04-23,335437,249008,45828,67085,214428,36628,30573,187507
3857,2015-04-24,329169,246622,44089,66287,218737,35273,30242,178873
3858,2015-04-25,305487,229176,39088,61307,219844,31221,27682,157235
3859,2015-04-26,291596,210239,36558,58944,215091,28706,27138,150759
3860,2015-04-27,329267,239747,43383,65686,223210,32283,29336,178663
3861,2015-04-28,327872,242139,43835,65640,221744,34116,28982,174874
3862,2015-04-29,320565,240123,43021,64980,219975,34614,28474,171681
3863,2015-04-30,318756,240226,42173,64457,216371,34181,28329,172875
3864,2015-05-01,317671,240469,41905,63345,216980,33897,28794,167728
3865,2015-05-02,288194,217790,36212,58635,203386,30942,26596,147393
3866,2015-05-03,279180,210259,34745,58462,205877,29990,26173,142563
3867,2015-05-04,322894,247177,43075,68769,232337,35883,28680,171932
3868,2015-05-05,337231,242157,46002,73509,244135,37684,29855,173863
3869,2015-05-06,342901,251397,47616,76356,244966,39705,29710,177195
3870,2015-05-07,352745,267192,50035,79434,241643,41648,31861,184575
3871,2015-05-08,360446,279079,50268,81179,244987,43015,32481,193829
3872,2015-05-09,331791,227301,44372,75623,234314,42058,32055,179909
3873,2015-05-10,323011,205185,42548,72990,243802,42307,32058,170993
3874,2015-05-11,368944,245281,51059,81548,263869,47792,32555,202036
3875,2015-05-12,339759,242403,44186,68806,284794,40459,29027,177863
3876,2015-05-13,318912,241756,42348,64806,238893,34242,27211,169027
3877,2015-05-14,318752,243970,42650,64925,217412,35207,27744,173561
3878,2015-05-15,325801,251777,45116,71226,223121,36777,30827,172608
3879,2015-05-16,312375,245223,41622,67837,243203,36213,29108,160439
3880,2015-05-17,320489,252335,42339,72490,256875,37511,30985,164569
3881,2015-05-18,369767,280177,50245,78333,296067,44780,31422,202846
3882,2015-05-19,342909,238898,44219,70639,300124,42555,29250,180620
3883,2015-05-20,319436,243196,42249,64157,252914,35991,28060,171694
3884,2015-05-21,316755,244553,42481,63655,218061,35971,27165,170985
3885,2015-05-22,313729,237452,42015,64204,217189,35390,27746,163066
3886,2015-05-23,281377,218697,36525,60457,202773,31861,27115,143232
3887,2015-05-24,286878,210757,37224,63566,215933,31953,27220,142510
3888,2015-05-25,308285,231565,38539,66485,246239,37747,29526,156602
3889,2015-05-26,364167,273656,50019,77775,279170,44076,30008,200773
3890,2015-05-27,366406,274002,51604,80881,300882,44317,28774,205740
3891,2015-05-28,366636,283996,52069,80236,295092,44252,28449,197794
3892,2015-05-29,371375,298128,53003,83233,286726,44048,32205,202808
3893,2015-05-30,346115,242709,48144,79034,278179,41993,33360,189487
3894,2015-05-31,315678,203438,38513,65806,285808,41100,30906,154368
3895,2015-06-01,324160,234024,41932,63204,306812,36136,27791,165152
3896,2015-06-02,320685,243206,42867,62766,255912,35804,27314,167780
3897,2015-06-03,322840,256334,44065,66366,223475,36799,25609,172274
3898,2015-06-04,348383,278839,48865,74729,222627,39333,30575,183516
3899,2015-06-05,363065,259996,50440,78631,223727,41449,32713,196280
3900,2015-06-06,318079,223535,41714,70229,235980,36163,31826,159944
3901,2015-06-07,319850,227371,42559,73023,234185,36784,33340,160682
3902,2015-06-08,368243,291465,50201,80886,271649,45029,32853,195485
3903,2015-06-09,353065,295266,47149,76560,290952,40985,31524,186069
3904,2015-06-10,377992,347231,53035,85449,284805,44785,33094,201881
3905,2015-06-11,405206,291874,58362,93478,315801,51451,35095,214287
3906,2015-06-12,399578,260137,56562,94114,333850,50911,36889,212213
3907,2015-06-13,368748,256712,52544,87855,315612,44996,36458,181693
3908,2015-06-14,365772,276378,51865,90281,314412,43753,37595,188185
3909,2015-06-15,415081,319887,59241,97921,339498,48715,39916,220126
3910,2015-06-16,410301,291220,58102,93305,351724,48534,38878,214703
3911,2015-06-17,376219,260279,52913,87108,310614,40832,35839,190227
3912,2015-06-18,400484,297209,56476,89825,318937,46123,35213,210313
3913,2015-06-19,373755,255802,50360,79642,318101,43448,33059,192394
3914,2015-06-20,341965,240948,45004,74250,311735,39090,31891,172504
3915,2015-06-21,355570,270865,47084,80390,319539,41959,35047,179071
3916,2015-06-22,406835,323485,58328,93288,341820,48592,38176,219226
3917,2015-06-23,420924,317289,60473,97823,357819,50077,40797,222425
3918,2015-06-24,391485,293729,52482,85477,317413,44017,37074,199051
3919,2015-06-25,377816,297197,50795,82828,301119,41554,34144,185923
3920,2015-06-26,374045,262342,49792,82961,277929,42647,35324,188452
3921,2015-06-27,319958,236385,38537,65299,257047,37639,30613,164352
3922,2015-06-28,299041,232443,37153,62517,252129,33172,29325,148924
3923,2015-06-29,328790,273988,41898,73358,266328,36659,31027,171412
3924,2015-06-30,343216,282298,44009,74080,300839,39431,32129,180160
3925,2015-07-01,339194,254988,45801,76277,297288,39065,31208,181126
3926,2015-07-02,331955,246096,44848,76496,274829,39463,30897,177254
3927,2015-07-03,302532,233276,39309,68156,256019,37862,27711,157322
3928,2015-07-04,301747,234469,38868,67988,258403,37412,28350,150801
3929,2015-07-05,308980,259479,40125,67611,265855,36863,29218,153911
3930,2015-07-06,372556,319264,52159,83821,299793,45080,34953,200880
3931,2015-07-07,384345,277507,54502,86940,321326,48358,35576,211480
3932,2015-07-08,354090,249102,47637,76560,323214,43674,32447,183875
3933,2015-07-09,367831,259018,51102,82582,338655,45389,33657,187100
3934,2015-07-10,365444,278990,48356,76050,328132,40774,34452,186327
3935,2015-07-11,337985,257485,44585,73011,276410,39620,32964,172951
3936,2015-07-12,327567,273839,44828,75927,271396,37629,34349,164238
3937,2015-07-13,369317,339556,50211,79013,284463,44636,36942,201698
3938,2015-07-14,374297,328178,54161,87575,306796,46222,36362,206664
3939,2015-07-15,358598,275317,51875,84196,309656,43811,31932,189092
3940,2015-07-16,360175,270022,50374,82779,281701,40451,33452,185677
3941,2015-07-17,389948,353109,56247,91997,287948,43611,37499,201844
3942,2015-07-18,390672,344855,53552,90614,300621,48743,40248,216696
3943,2015-07-19,379342,324198,50845,87550,325934,49652,39665,213613
3944,2015-07-20,410615,329633,58840,95207,357856,51385,39734,225494
3945,2015-07-21,408590,323409,58749,94152,343010,49661,37510,214845
3946,2015-07-22,380668,313873,51859,83547,310809,42432,34290,196979
3947,2015-07-23,381119,327297,53372,83844,292463,43691,33841,200849
3948,2015-07-24,387933,335890,54565,86602,293616,44218,35981,208251
3949,2015-07-25,372858,338839,50684,83070,282494,44092,35923,202012
3950,2015-07-26,372090,287483,50650,83868,292678,45775,37704,197543
3951,2015-07-27,413922,349353,58071,91171,313474,51526,40128,225789
3952,2015-07-28,430256,373669,62306,98735,320026,53746,39355,235553
3953,2015-07-29,435859,376590,63180,98829,324104,55938,39007,241320
3954,2015-07-30,419034,347334,58661,91230,336321,55024,39124,231281
3955,2015-07-31,393202,342370,55606,87979,317347,48805,36269,217982
3956,2015-08-01,352773,304470,47850,80563,296027,43646,35351,189086
3957,2015-08-02,352300,332405,48410,80826,287622,42623,34806,194091
3958,2015-08-03,389417,335544,53984,86257,315719,46147,37360,214061
3959,2015-08-04,390625,312459,53846,85830,337541,45321,36297,204772
3960,2015-08-05,392665,313008,54001,87239,330491,44398,34078,199150
3961,2015-08-06,360585,322621,47639,76596,300680,39720,32054,188095
3962,2015-08-07,360363,318643,48714,77920,268664,40026,31699,190258
3963,2015-08-08,353803,297233,46073,77825,263115,40332,33472,180025
3964,2015-08-09,354840,266666,46673,79177,267921,43662,35529,184535
3965,2015-08-10,396775,324880,56294,90262,273107,48633,37097,215129
3966,2015-08-11,391111,316921,55116,85823,299181,47685,37260,208607
3967,2015-08-12,364859,308043,51257,80411,289890,42767,32495,194827
3968,2015-08-13,368214,325353,51798,80748,280266,40785,32881,194996
3969,2015-08-14,380322,350237,53370,83605,279189,43700,33058,211219
3970,2015-08-15,362460,326174,47767,79932,272612,44388,34317,199111
3971,2015-08-16,366765,332914,49374,82987,284554,46380,35793,200226
3972,2015-08-17,404378,361759,56210,90118,320949,51455,34389,229004
3973,2015-08-18,398607,340193,57624,90574,310546,47730,33998,226869
3974,2015-08-19,413207,309217,58484,90738,311599,50735,33943,235852
3975,2015-08-20,383042,268276,51677,82336,317401,49343,31396,213492
3976,2015-08-21,355642,285040,47666,76885,295749,42222,30827,189045
3977,2015-08-22,327330,275876,42477,71178,267119,37739,31535,169189
3978,2015-08-23,334733,255534,44564,77044,261230,38586,34769,171678
3979,2015-08-24,370957,262719,48749,79408,305453,43795,34229,192700
3980,2015-08-25,340832,254530,44510,70662,297494,38013,28103,175742
3981,2015-08-26,328036,250831,44801,71138,271123,36237,27358,170405
3982,2015-08-27,338802,256696,46734,72960,264032,37163,29929,177141
3983,2015-08-28,347415,260768,47153,73742,268174,38781,31396,178519
3984,2015-08-29,331339,244705,45171,76188,262598,38554,33352,172185
3985,2015-08-30,344404,243478,47932,79953,267375,42604,33242,185296
3986,2015-08-31,397287,310247,56766,89933,290520,49193,35760,223238
3987,2015-09-01,409144,362147,58148,92365,311039,51056,34923,230415
3988,2015-09-02,413021,377664,57515,93817,312819,52242,35064,234505
3989,2015-09-03,412864,382597,60043,96027,313088,51069,37459,233275
3990,2015-09-04,393212,349698,56380,93822,310180,50695,37659,215426
3991,2015-09-05,347989,304652,48251,82966,279823,45708,37137,196048
3992,2015-09-06,349551,321429,49641,81563,259507,44238,35782,196538
3993,2015-09-07,365821,329792,52520,86871,284834,46626,34679,206301
3994,2015-09-08,410595,334313,60215,95282,312483,51639,35200,235462
3995,2015-09-09,392834,297083,54852,86480,329012,50632,32745,218169
3996,2015-09-10,370551,265660,52507,84133,300601,42840,33426,198347
3997,2015-09-11,349021,253956,46156,74387,275401,40912,31636,180639
3998,2015-09-12,295300,217215,37029,61279,247641,34577,26758,153584
3999,2015-09-13,275550,208072,35033,57787,224076,30971,25300,143281
4000,2015-09-14,321105,258232,43627,66509,229060,34721,27558,170021
4001,2015-09-15,338469,286035,46415,71319,241320,37142,27358,181621
4002,2015-09-16,349070,292737,48219,74596,250176,40032,27691,192042
4003,2015-09-17,355808,305652,49004,76561,258436,41166,30415,194268
4004,2015-09-18,355745,302191,48362,76344,261698,41835,31421,190399
4005,2015-09-19,322117,242503,42197,69545,260524,39549,30279,169023
4006,2015-09-20,292400,214804,36717,60472,246189,33476,27280,146844
4007,2015-09-21,327874,251274,44528,68661,239222,35614,28246,170866
4008,2015-09-22,336483,263018,46077,70919,234838,37417,28882,178677
4009,2015-09-23,339229,271405,47238,73511,237062,38177,28433,180491
4010,2015-09-24,344075,270037,47674,74622,233744,38635,28393,182106
4011,2015-09-25,327685,268703,45571,69994,228901,37551,27346,176543
4012,2015-09-26,296221,243996,39363,63037,211790,34268,26459,156016
4013,2015-09-27,292866,231253,39394,65118,217117,32889,27939,151781
4014,2015-09-28,350537,280355,49932,78651,254694,37655,31167,186342
4015,2015-09-29,348887,262592,49365,76474,268041,39201,30337,187858
4016,2015-09-30,325358,240683,44352,67985,266692,36598,28103,172798
4017,2015-10-01,309191,238927,42942,63584,223190,34354,26985,166924
4018,2015-10-02,308247,238049,42532,62711,216704,33616,27452,166005
4019,2015-10-03,292600,216988,38621,60723,213999,31188,28664,154836
4020,2015-10-04,276425,207337,36831,59110,207600,30236,26211,144127
4021,2015-10-05,318235,238969,45264,68512,214522,33552,26734,167580
4022,2015-10-06,323695,245572,45999,69252,217787,34485,26320,171515
4023,2015-10-07,323417,249726,46670,71418,223257,35062,26548,171380
4024,2015-10-08,326357,253507,46455,70700,228850,35365,27047,173594
4025,2015-10-09,320635,242351,44757,68357,235609,35213,25769,170716
4026,2015-10-10,282078,216129,37730,58930,203688,31049,25147,147705
4027,2015-10-11,277148,210075,36266,57391,198322,29708,26042,143663
4028,2015-10-12,319238,241919,44576,66709,219439,33918,28149,168715
4029,2015-10-13,316841,238218,44201,65775,227497,35399,26781,171298
4030,2015-10-14,312394,239100,43678,64793,221929,34868,25216,171857
4031,2015-10-15,321694,241957,44152,65830,217282,34778,25836,172971
4032,2015-10-16,313952,238471,42698,64003,216057,33346,25218,169235
4033,2015-10-17,303443,220945,39180,60421,208137,31569,28613,157756
4034,2015-10-18,307963,210857,38782,61240,222713,31377,30499,155583
4035,2015-10-19,344333,242264,45372,66356,245335,34724,31388,176965
4036,2015-10-20,332812,243959,44356,65005,236784,34522,26947,173052
4037,2015-10-21,322393,247842,44134,65886,226909,34248,26330,172268
4038,2015-10-22,321571,242696,44745,67473,224406,34321,26595,169476
4039,2015-10-23,312426,241175,42454,66518,216751,33245,27281,168404
4040,2015-10-24,284185,223860,37879,61443,202731,30959,25887,153401
4041,2015-10-25,273661,205168,35430,56085,202874,29469,25435,144515
4042,2015-10-26,318263,239293,43791,64495,218289,33556,27977,170894
4043,2015-10-27,333055,244874,45305,65312,230381,34726,27185,175478
4044,2015-10-28,326314,248489,44761,66510,226705,34995,25208,175346
4045,2015-10-29,319717,255195,44474,65584,222643,33836,26006,173800
4046,2015-10-30,329503,244693,44446,65804,213525,34413,30836,173202
4047,2015-10-31,306814,225877,38725,60930,212393,31843,30137,156857
4048,2015-11-01,291351,217930,36689,59749,211373,31885,27503,152695
4049,2015-11-02,318224,242544,42871,64551,218213,33661,26691,168966
4050,2015-11-03,321753,246013,43898,65919,222268,34382,28421,169307
4051,2015-11-04,316421,249346,43822,66674,221715,35090,27190,169282
4052,2015-11-05,323041,252442,44151,67755,226275,35515,26567,171341
4053,2015-11-06,315243,242449,42505,66062,232696,35184,26605,167095
4054,2015-11-07,289800,222961,37557,59480,210501,31023,27115,150911
4055,2015-11-08,298359,215107,37892,60428,209224,30926,30261,150681
4056,2015-11-09,345507,245475,46258,68969,243221,34925,32362,177891
4057,2015-11-10,331067,248208,45861,68028,229713,35329,31334,178316
4058,2015-11-11,327965,248014,46034,68973,223372,34994,33075,174931
4059,2015-11-12,328401,255623,45838,67151,227341,35867,28488,178114
4060,2015-11-13,332785,255256,45933,68006,220596,35857,32315,179647
4061,2015-11-14,315773,232096,41092,64948,227711,33405,34237,163861
4062,2015-11-15,306506,212515,38140,61723,234681,31978,32942,152968
4063,2015-11-16,341050,244378,44844,67642,237623,34684,33633,172795
4064,2015-11-17,330496,252867,44365,66944,231692,34911,30417,176547
4065,2015-11-18,321822,250064,44684,67547,225013,34882,26548,174360
4066,2015-11-19,320755,254481,44214,65580,222550,34950,27908,172721
4067,2015-11-20,343576,262063,46250,69211,221839,35444,34538,179324
4068,2015-11-21,332733,254016,42448,66244,233094,33667,35178,167738
4069,2015-11-22,335667,249642,43284,69347,236273,34263,39494,168982
4070,2015-11-23,382040,272284,50616,76399,282609,38223,42727,193431
4071,2015-11-24,367767,269142,48422,72829,276121,37550,37831,185540
4072,2015-11-25,319385,259229,45806,52498,262884,36966,34863,178840
4073,2015-11-26,281244,214192,36029,57873,224763,31174,27111,143404
4074,2015-11-27,282122,228763,35980,57914,213873,31372,24464,144737
4075,2015-11-28,291905,233593,38709,60526,207938,31863,26594,154217
4076,2015-11-29,299793,233403,40820,64473,211082,33272,29673,159167
4077,2015-11-30,351012,264553,48223,71969,257463,37375,32693,184464
4078,2015-12-01,347980,264356,46948,69295,253955,36354,31084,183433
4079,2015-12-02,349914,274316,49584,73201,236963,35863,34638,185323
4080,2015-12-03,375037,278769,51715,76960,247020,37979,39603,192822
4081,2015-12-04,381704,268712,52334,78274,268966,37117,41011,191028
4082,2015-12-05,357945,247158,46640,72196,263665,35578,39674,177144
4083,2015-12-06,347477,235466,44009,69822,260727,34916,37847,170168
4084,2015-12-07,369478,272496,48440,71746,264829,38305,35779,189177
4085,2015-12-08,362899,270581,48324,69969,258572,38749,36487,192049
4086,2015-12-09,367399,261861,48099,70911,262398,37765,36027,188265
4087,2015-12-10,350524,262945,47811,71340,241899,36599,34130,184425
4088,2015-12-11,332748,257205,45502,68290,234318,36063,30354,177148
4089,2015-12-12,296894,233588,39453,62568,216267,32934,27943,159667
4090,2015-12-13,291674,225461,37384,60384,211677,31592,28423,152451
4091,2015-12-14,330555,256901,44998,67815,227153,35498,30237,175476
4092,2015-12-15,344850,267195,48606,70255,223391,36449,32607,185426
4093,2015-12-16,347057,269816,47926,71380,239096,36256,32014,182284
4094,2015-12-17,352696,279415,49459,71740,241009,36668,33330,184318
4095,2015-12-18,385269,283923,52319,78189,248442,39007,43826,193310
4096,2015-12-19,375807,267751,48144,74077,276014,38060,43143,183398
4097,2015-12-20,363481,246192,45979,72288,275182,36691,41701,178276
4098,2015-12-21,364702,264848,48657,72681,261785,38127,35919,188533
4099,2015-12-22,332656,265863,44901,67563,234640,36255,30756,177213
4100,2015-12-23,322458,258332,43281,66854,228655,35689,29467,174669
4101,2015-12-24,275185,233945,36758,58922,221807,31709,24606,148130
4102,2015-12-25,265873,215073,35429,56567,212740,30281,24748,142943
4103,2015-12-26,281480,230197,38143,60820,203277,31248,26029,151080
4104,2015-12-27,287974,232463,38006,60058,204911,31689,26520,153931
4105,2015-12-28,341487,275598,47041,72596,229283,37255,32362,184839
